Cidade Considerada;Região Administrativa;Ano Óbito;Mês Óbito;Mês Descrição;Sexo;Turno;Tipo Acidente;Tipo Veiculo;Faixa Etária;Idade;Hora Acidente;Tipo Vítima;Tipo Local do Acidente;Dia Semana;Tipo de Via;LAT_(geo);LONG_(geo);Rua / Rodovia;KM Arredondado;Outro Veículo Envolvido
GUARATINGUETA;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;0-17;17;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-22,818474394648;-45,1832455272119;BR 116;65;AUTOMOVEL
JACAREI;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;MANHA;OUTROS;MOTOCICLETA;45-49;47;;CONDUTOR;PUBLICO;SÁBADO;Rodovias;-23,3275450881181;-46,0269290390074;SP 065;1;NAO DISPONIVEL
TAUBATE;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;0-17;12;;PASSAGEIRO;PUBLICO;SÁBADO;Rodovias;-23,1310879044154;-45,50448436647;SP 125;13;MOTOCICLETA
TAUBATE;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;60-64;61;;CONDUTOR;PUBLICO;SÁBADO;Rodovias;-23,1310879044154;-45,50448436647;SP 125;13;NAO DISPONIVEL
PINDAMONHANGABA;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;50-54;54;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-22,998570424937;-45,4970533712969;BR 116;105;NAO DISPONIVEL
TAUBATE;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;39;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;-23,1804297594628;-45,4727621499114;SP 125;20;NAO DISPONIVEL
TAUBATE;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;40-44;44;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-23,1591831950024;-45,4854168168751;SP 125;17;NAO DISPONIVEL
TAUBATE;São José dos Campos;2017;12;DEZEMBRO;FEMININO;TARDE;COLISAO;AUTOMOVEL;75-79;79;;PASSAGEIRO;PUBLICO;QUARTA;Rodovias;-23,125223;-45,511393;SP 125;12;CAMINHAO
TAUBATE;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;80 ou mais;81;;PASSAGEIRO;PUBLICO;QUARTA;Rodovias;-23,125223;-45,511393;SP 125;12;AUTOMOVEL
TAUBATE;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;35-39;38;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-23,1310879044154;-45,50448436647;SP 125;13;AUTOMOVEL
PINDAMONHANGABA;São José dos Campos;2017;12;DEZEMBRO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;35-39;36;;PEDESTRE;PUBLICO;SÁBADO;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;BR 116;NAO DISPONIVEL;AUTOMOVEL
PINDAMONHANGABA;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;25-29;28;;PEDESTRE;PUBLICO;SÁBADO;Rodovias;-22,9607974963189;-45,4219225340481;BR 116;96;AUTOMOVEL
PINDAMONHANGABA;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;65;;PEDESTRE;PUBLICO;SÁBADO;Rodovias;-22,9192734279819;-45,4345636654966;SP 062;154;NAO DISPONIVEL
CAJATI;Registro;2017;12;DEZEMBRO;MASCULINO;MANHA;OUTROS;CAMINHAO;18-24;24;;CONDUTOR;PUBLICO;TERÇA;Rodovias;-24,8066723527179;-48,2130475672017;BR 116;NAO DISPONIVEL;NÃO HÁ
CAJATI;Registro;2017;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;BICICLETA;50-54;50;;CONDUTOR;PUBLICO;QUINTA;Rodovias;-24,7816244150058;-48,1718620772923;BR 116;NAO DISPONIVEL;AUTOMOVEL
PERUIBE;Baixada Santista;2017;12;DEZEMBRO;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;25-29;26;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-24,2463887922657;-46,9220488717341;SP 055;NAO DISPONIVEL;NAO DISPONIVEL
RESTINGA;Franca;2017;12;DEZEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;35;;PEDESTRE;PUBLICO;SEXTA;Rodovias;-20,656846;-47,415993;SP 336;NAO DISPONIVEL;NÃO HÁ
BARRETOS;Barretos;2017;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;COLISAO;AUTOMOVEL;70-74;71;;PASSAGEIRO;PUBLICO;QUINTA;Rodovias;-20,4537358863054;-48,4577920628071;SP 425;81;AUTOMOVEL
FERNANDOPOLIS;São José do Rio Preto;2017;12;DEZEMBRO;MASCULINO;TARDE;OUTROS;MOTOCICLETA;40-44;42;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;-20,321801;-50,308304;VICINAL CARLOS GANDOLFI;NAO DISPONIVEL;NÃO HÁ
FERNANDOPOLIS;São José do Rio Preto;2017;12;DEZEMBRO;MASCULINO;TARDE;OUTROS;MOTOCICLETA;18-24;21;;PASSAGEIRO;PUBLICO;SÁBADO;Vias Municipais;-20,321801;-50,308304;VICINAL CARLOS GANDOLFI;NAO DISPONIVEL;NÃO HÁ
VALENTIM GENTIL;São José do Rio Preto;2017;11;NOVEMBRO;FEMININO;NOITE;COLISAO;MOTOCICLETA;18-24;23;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-20,3981;-50,068966;ACESSO ANTONIO PIMENTEL;NAO DISPONIVEL;AUTOMOVEL
RIOLANDIA;São José do Rio Preto;2017;12;DEZEMBRO;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;18-24;18;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;-19,981775;-49,679851;RUA DEZ;NAO DISPONIVEL;NÃO HÁ
BOTUCATU;Sorocaba;2017;11;NOVEMBRO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;35-39;39;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;-22,784965;-48,410306;ESTRADA ALCIDES SOARES;NAO DISPONIVEL;AUTOMOVEL
BOTUCATU;Sorocaba;2017;11;NOVEMBRO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;70-74;71;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;-22,868847;-48,451279;RUA RODRIGUES CESAR;NAO DISPONIVEL;AUTOMOVEL
BOTUCATU;Sorocaba;2017;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;OUTROS;MOTOCICLETA;25-29;28;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;-22,873913;-48,446116;RUA MAJOR MATEUS;NAO DISPONIVEL;AUTOMOVEL
ITAPETININGA;Sorocaba;2017;11;NOVEMBRO;FEMININO;TARDE;COLISAO;ONIBUS;0-17;9;;PASSAGEIRO;PUBLICO;SEGUNDA;Vias Municipais;-23,578777;-48,005247;RUA HEITOR TEDESCHI;NAO DISPONIVEL;NÃO HÁ
ITAPETININGA;Sorocaba;2017;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;19;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,58772;-48,041086;AVENIDA PROF. FRANCISCO VALIO;NAO DISPONIVEL;NAO DISPONIVEL
ITAPETININGA;Sorocaba;2017;12;DEZEMBRO;FEMININO;MADRUGADA;OUTROS;AUTOMOVEL;18-24;21;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;-23,592941;-48,032379;RUA ZALINA ROLIM;NAO DISPONIVEL;NÃO HÁ
ANGATUBA;Itapeva;2017;11;NOVEMBRO;MASCULINO;NAO DISPONIVEL;OUTROS;MOTOCICLETA;30-34;32;;PASSAGEIRO;NAO DISPONIVEL;SEXTA;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL
ITAPEVA;Itapeva;2017;11;NOVEMBRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;50-54;53;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;-23,980428;-48,877135;RUA CORONEL QUEIROS;NAO DISPONIVEL;AUTOMOVEL
MAIRINQUE;Sorocaba;2017;12;DEZEMBRO;FEMININO;NOITE;COLISAO;MOTOCICLETA;30-34;30;;PASSAGEIRO;PUBLICO;SEGUNDA;Vias Municipais;-23,516314;-47,214114;ESTRADA GOVERNADOR MARIO COVAS;NAO DISPONIVEL;AUTOMOVEL
PIEDADE;Sorocaba;2017;12;DEZEMBRO;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;35-39;35;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;-23,694131;-47,475194;VICINAL ANTONIO VICHI;NAO DISPONIVEL;NAO DISPONIVEL
PORTO FELIZ;Sorocaba;2017;12;DEZEMBRO;FEMININO;NAO DISPONIVEL;OUTROS;PEDESTRE;35-39;39;;PEDESTRE;PUBLICO;TERÇA;Vias Municipais;-23,204866;-47,511724;AVENIDA MARIO COVAS;NAO DISPONIVEL;ONIBUS
SALTO;Sorocaba;2017;11;NOVEMBRO;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;30-34;31;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;-23,204584;-47,287474;AVENIDA DOS TRABALHADORES;NAO DISPONIVEL;ONIBUS
SOROCABA;Sorocaba;2017;11;NOVEMBRO;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;35-39;36;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;-23,465329;-47,47898;AVENIDA ITAVUVU;NAO DISPONIVEL;NÃO HÁ
SOROCABA;Sorocaba;2017;11;NOVEMBRO;MASCULINO;NOITE;OUTROS;MOTOCICLETA;30-34;33;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;-23,500999;-47,481815;RUA HUMBERTO DE CAMPOS;NAO DISPONIVEL;AUTOMOVEL
SOROCABA;Sorocaba;2017;11;NOVEMBRO;MASCULINO;NOITE;CHOQUE;BICICLETA;25-29;28;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;-23,493375;-47,501449;RUA MANOEL FACIABEM GIMENES;NAO DISPONIVEL;AUTOMOVEL
SOROCABA;Sorocaba;2017;12;DEZEMBRO;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;55-59;55;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,500864;-47,476889;AVENIDA DOUTOR AFONSO VERGUEIRO;NAO DISPONIVEL;NAO DISPONIVEL
SOROCABA;Sorocaba;2017;11;NOVEMBRO;MASCULINO;MANHA;OUTROS;MOTOCICLETA;18-24;19;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;-23,445721;-47,479109;RUA JOSE GOMES DA CUNHA;NAO DISPONIVEL;NAO DISPONIVEL
SOROCABA;Sorocaba;2017;11;NOVEMBRO;MASCULINO;NOITE;COLISAO;PEDESTRE;70-74;72;;PEDESTRE;PUBLICO;SÁBADO;Vias Municipais;-23,500265;-47,51078;RUA SERGIO FERREIRA DE ALMEIDA;NAO DISPONIVEL;NAO DISPONIVEL
SOROCABA;Sorocaba;2017;11;NOVEMBRO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;65-69;68;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;-23,511996;-47,436714;RUA CHILE;NAO DISPONIVEL;AUTOMOVEL
SOROCABA;Sorocaba;2017;11;NOVEMBRO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;45;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;-23,498997;-47,52753;RUA DOUTOR AMERICO FIGUEIREDO;NAO DISPONIVEL;AUTOMOVEL
SOROCABA;Sorocaba;2017;11;NOVEMBRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;65-69;66;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;-23,487757;-47,464137;RUA COMENDADOR OETTERER;NAO DISPONIVEL;AUTOMOVEL
VOTORANTIM;Sorocaba;2017;12;DEZEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;65;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;-23,545575;-47,453537;AVENIDA CELSO MIGUEL DOS SANTOS;NAO DISPONIVEL;AUTOMOVEL
IPERO;Sorocaba;2017;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;30-34;32;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;-23,440422;-47,541821;ESTRADA MUNICIPAL IPERO;NAO DISPONIVEL;AUTOMOVEL
SOROCABA;Sorocaba;2017;12;DEZEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;45-49;49;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,462699;-47,491483;RUA FRANCISCO MOISES DA SILVA;NAO DISPONIVEL;NÃO HÁ
PORTO FELIZ;Sorocaba;2017;12;DEZEMBRO;MASCULINO;TARDE;NAO DISPONIVEL;MOTOCICLETA;18-24;23;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,318298;-47,482892;VICINAL SOROCABA / PORTO FELIZ;NAO DISPONIVEL;AUTOMOVEL
TATUI;Sorocaba;2017;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;21;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;-23,34991;-47,855996;RUA CORONEL BENTO PIRES;NAO DISPONIVEL;AUTOMOVEL
CESARIO LANGE;Sorocaba;2017;11;NOVEMBRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;35-39;39;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;-23,217169;-47,856426;VICINAL OCTAVIO PILON;NAO DISPONIVEL;NAO DISPONIVEL
VOTORANTIM;Sorocaba;2017;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;0-17;17;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;-23,538355;-47,41002;RUA BOAVENTURA MAGANHATO;NAO DISPONIVEL;ONIBUS
VOTORANTIM;Sorocaba;2017;12;DEZEMBRO;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;45-49;49;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;-23,589867;-47,430994;ESTRADA MUNICIPAL VILA LIGHT;NAO DISPONIVEL;AUTOMOVEL
POTIM;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;35-39;37;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;-22,827148;-45,292506;ESTRADA MIGUEL VIEIRA SANTOS;NAO DISPONIVEL;AUTOMOVEL
CUNHA;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;38;;PEDESTRE;PUBLICO;TERÇA;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL
CANAS;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;TARDE;OUTROS;AUTOMOVEL;60-64;62;;CONDUTOR;PRIVADO;QUARTA;Vias Municipais;-22,7016722904309;-45,0367629656157;FAZENDA CHIMARRITA;NAO DISPONIVEL;AUTOMOVEL
GUARATINGUETA;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;MANHA;NAO DISPONIVEL;BICICLETA;70-74;71;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;-22,786866;-45,16646;AVENIDA BASF;NAO DISPONIVEL;NAO DISPONIVEL
SAO JOSE DOS CAMPOS;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;83;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;-23,189596;-45,886972;AVENIDA JOAO GUILHERMINO X RUA HUMAITA;NAO DISPONIVEL;NAO DISPONIVEL
SAO JOSE DOS CAMPOS;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;TARDE;OUTROS;MOTOCICLETA;50-54;52;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,195027;-45,884048;AVENIDA SENADOR TEOTONIO VILELA;NAO DISPONIVEL;NAO DISPONIVEL
CACAPAVA;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;60-64;63;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;-23,205999;-45,739254;ESTRADA NELSON TAVARES DA SILVA;NAO DISPONIVEL;NAO DISPONIVEL
TAUBATE;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;70-74;70;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;-23,026052;-45,53175;RUA JOAQUIM FERREIRA DA SILVA;NAO DISPONIVEL;NAO DISPONIVEL
TAUBATE;São José dos Campos;2017;12;DEZEMBRO;FEMININO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;70-74;71;;PEDESTRE;PUBLICO;SÁBADO;Vias Municipais;-23,021955;-45,541988;AVENIDA BRIGADEIRO FARIA LIMA;NAO DISPONIVEL;NAO DISPONIVEL
SAO JOSE DOS CAMPOS;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;18-24;19;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;-23,220654;-45,782212;ESTRADA MUNICIPAL ANTONIO FREDERICO OZANAN;NAO DISPONIVEL;NÃO HÁ
SAO JOSE DOS CAMPOS;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;18-24;22;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;-23,179017;-45,83651;AVENIDA PEDRO FRIGGI;NAO DISPONIVEL;ONIBUS
SAO JOSE DOS CAMPOS;São José dos Campos;2017;12;DEZEMBRO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;15;;PEDESTRE;PUBLICO;SÁBADO;Vias Municipais;-23,275215;-45,90137;ESTRADA DO IMPERADOR;NAO DISPONIVEL;NAO DISPONIVEL
SAO JOSE DOS CAMPOS;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;30-34;30;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,271939;-45,902208;RUA EVANGELICOS;NAO DISPONIVEL;NAO DISPONIVEL
SAO JOSE DOS CAMPOS;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;18;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;-23,27251;-45,896744;RUA PADRE WILSOM CUNHA;NAO DISPONIVEL;NAO DISPONIVEL
SAO JOSE DOS CAMPOS;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;40-44;41;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,190319;-45,890113;RUA LUIZ JACINTO;NAO DISPONIVEL;NAO DISPONIVEL
SAO JOSE DOS CAMPOS;São José dos Campos;2017;12;DEZEMBRO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;60-64;64;;PEDESTRE;PUBLICO;SÁBADO;Vias Municipais;-23,176701;-45,886363;AVENIDA MARECHAL CASTELO BRANCO;NAO DISPONIVEL;NAO DISPONIVEL
SAO JOSE DOS CAMPOS;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;MANHA;CHOQUE;MOTOCICLETA;0-17;14;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,170632;-45,84418;RUA JOAQUIM BAGUNHA MALDOS;NAO DISPONIVEL;NAO DISPONIVEL
SAO JOSE DOS CAMPOS;São José dos Campos;2017;12;DEZEMBRO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;80 ou mais;82;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;-23,177413;-45,859404;AVENIDA PROFESSOR SEBASTIAO PAULO DE TOLEDO PONTES;NAO DISPONIVEL;NAO DISPONIVEL
GUARATINGUETA;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;TARDE;OUTROS;MOTOCICLETA;18-24;21;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;-22,791505;-45,244236;VICINAL TANCREDO NEVES;NAO DISPONIVEL;NAO DISPONIVEL
GUARATINGUETA;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;TARDE;OUTROS;MOTOCICLETA;0-17;16;;PASSAGEIRO;PUBLICO;QUINTA;Vias Municipais;-22,791505;-45,244236;VICINAL TANCREDO NEVES;NAO DISPONIVEL;NÃO HÁ
GUARATINGUETA;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;TARDE;COLISAO;BICICLETA;40-44;40;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-22,813111;-45,18283;AVENIDA NOSSA SENHORA DE FATIMA;NAO DISPONIVEL;NÃO HÁ
JACAREI;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;MANHA;CHOQUE;AUTOMOVEL;18-24;22;;PASSAGEIRO;PUBLICO;QUARTA;Vias Municipais;-23,290302;-45,966989;AVENIDA MALEK ASSAD;NAO DISPONIVEL;NÃO HÁ
IGARATA;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;OUTROS;AUTOMOVEL;35-39;36;;PASSAGEIRO;PUBLICO;SEGUNDA;Vias Municipais;-23,21006;-46,152115;AVENIDA ENOCH ALBERNAZ DE CARVALHO PINTO;NAO DISPONIVEL;NAO DISPONIVEL
TAUBATE;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;50-54;51;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;-23,077519;-45,572565;ESTRADA DO BARREIRO;NAO DISPONIVEL;NAO DISPONIVEL
PINDAMONHANGABA;São José dos Campos;2017;11;NOVEMBRO;MASCULINO;NOITE;COLISAO;BICICLETA;0-17;16;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;-22,923451;-45,457993;RUA PRUDENTE DE MORAIS;NAO DISPONIVEL;NAO DISPONIVEL
PINDAMONHANGABA;São José dos Campos;2017;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;50-54;52;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;-22,936362;-45,464043;RUA ANTONIO PINTO MONTEIRO;NAO DISPONIVEL;NAO DISPONIVEL
TUPA;Marília;2017;11;NOVEMBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;40-44;41;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;-21,930716;-50,514672;AVENIDA TAMOIOS;NAO DISPONIVEL;AUTOMOVEL
TUPA;Marília;2017;11;NOVEMBRO;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;18-24;23;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;-21,936916;-50,522703;AVENIDA PRESIDENTE VARGAS;NAO DISPONIVEL;CAMINHAO
ITARIRI;Registro;2017;12;DEZEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;18-24;23;;PASSAGEIRO;PUBLICO;DOMINGO;Vias Municipais;-24,290758;-47,165726;RUA EUGENIO TAVARES;NAO DISPONIVEL;NAO DISPONIVEL
PIRACAIA;Campinas;2017;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;70-74;70;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;SP 036;NAO DISPONIVEL;NAO DISPONIVEL
PONTAL;Ribeirão Preto;2017;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;CHOQUE;BICICLETA;60-64;61;;CONDUTOR;PUBLICO;TERÇA;Vias Municipais;-21,022301;-48,037967;RUA ANANIAS DA CISTA FREITAS;NAO DISPONIVEL;NAO DISPONIVEL
SAO PAULO;Metropolitana de São Paulo;2018;1;JANEIRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;50;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;-23,6751425331855;-46,6425747058842;AVENIDA CUPECE;NAO DISPONIVEL;ONIBUS
MAUA;Metropolitana de São Paulo;2018;1;JANEIRO;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;55-59;55;;CONDUTOR;PUBLICO;TERÇA;Vias Municipais;-23,653262;-46,44482;AVENIDA GUERINO STELA;NAO DISPONIVEL;NÃO HÁ
DIADEMA;Metropolitana de São Paulo;2018;1;JANEIRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;30-34;32;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;-23,7162378700263;-46,6105323387105;RUA POLUX;NAO DISPONIVEL;MOTOCICLETA
GUARULHOS;Metropolitana de São Paulo;2018;1;JANEIRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;40-44;40;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;-23,44376;-46,549357;AVENIDA SILVIO BARBOSA DA SILVEIRA;NAO DISPONIVEL;AUTOMOVEL
GUARULHOS;Metropolitana de São Paulo;2018;1;JANEIRO;MASCULINO;MANHA;OUTROS;AUTOMOVEL;45-49;45;;CONDUTOR;PUBLICO;SEXTA;Rodovias;-23,4622548499107;-46,4913876537872;BR 116;223;AUTOMOVEL
BARUERI;Metropolitana de São Paulo;2018;1;JANEIRO;MASCULINO;NOITE;OUTROS;MOTOCICLETA;25-29;28;;CONDUTOR;PUBLICO;SÁBADO;Vias Municipais;-23,498639;-46,890104;RUA SANTO ANTONIO;NAO DISPONIVEL;NÃO HÁ
BARUERI;Metropolitana de São Paulo;2018;1;JANEIRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;70-74;72;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;-23,493746;-46,880331;AVENIDA SARGENTO JOSE SIQUEIRA;NAO DISPONIVEL;CAMINHAO
VARGEM GRANDE PAULISTA;Metropolitana de São Paulo;2018;1;JANEIRO;MASCULINO;NAO DISPONIVEL;CHOQUE;MOTOCICLETA;18-24;22;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;-23,619784;-47,030547;RUA CANDIDA MARIA RODRIGUES DOS SANTOS;NAO DISPONIVEL;NAO DISPONIVEL
AMERICANA;Campinas;2018;1;JANEIRO;MASCULINO;NOITE;OUTROS;BICICLETA;40-44;44;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;-22,724352;-47,355755;RUA GUAPEVA;NAO DISPONIVEL;NÃO HÁ
PITANGUEIRAS;Ribeirão Preto;2018;1;JANEIRO;FEMININO;NOITE;COLISAO;AUTOMOVEL;55-59;55;;PASSAGEIRO;PUBLICO;SÁBADO;Rodovias;-21,0296;-48,42096;SP 326;NAO DISPONIVEL;NÃO HÁ
MIRASSOLANDIA;São José do Rio Preto;2018;1;JANEIRO;FEMININO;NOITE;COLISAO;AUTOMOVEL;30-34;31;;NAO DISPONIVEL;PUBLICO;TERÇA;Rodovias;-20,6326949222348;-49,4488142131733;SP 427;NAO DISPONIVEL;AUTOMOVEL
